Date,Time,Rink,Rink Number,Game Number,Division,TEAM 1 ,Score,TEAM 2 ,Score,Official ID,First Name,Last Name,,Pre1,Pre2,Pre3,Post1,Post2,Post3,Post4,Post5,,Min,Max
10/16/21,18:45,University of Delaware Gold Areana,1,366,14U American,Snider Hockey 14U A American,6,Jr Blue Hens 14U A American,5,1223,B,Postroy,,,4,1,2,4,2,3,,,1,4
10/16/21,18:45,University of Delaware Gold Areana,1,366,14U American,Snider Hockey 14U A American,6,Jr Blue Hens 14U A American,5,1219,L,Neme,,,3,1,0,2,1,1,,,0,3
10/17/21,17:00,Aston Ice Works,1,319,14U American,Delco Phantoms Klapko 14U A American,2,Delco Phantoms Hahn 14U A AM,3,1220,L,Nump,,,1,1,3,2,4,2,,,1,4
10/17/21,17:00,Aston Ice Works,1,319,14U American,Delco Phantoms Klapko 14U A American,2,Delco Phantoms Hahn 14U A AM,3,1226,P,Passion,,,1,3,1,3,3,4,,,1,4
10/17/21,13:30,Haverford Skatium,1,361,14U National,Palmyra 14U A National,13,Hershey 14U A Nat,0,1222,A,Paul,,,2,4,3,4,5,3,,,2,5
10/17/21,13:30,Haverford Skatium,1,361,14U National,Palmyra 14U A National,13,Hershey 14U A Nat,0,1230,MM,Mushy,,,3,3,0,4,4,4,,,0,4
10/17/21,12:30,Northeast Skate Zone,2,309,14U National,Haverford Hawks 14U A Nat,5,Chester County 14U A National,4,1225,D,Plate,,,2,4,5,1,3,4,,,1,5
10/17/21,12:30,Northeast Skate Zone,2,309,14U National,Haverford Hawks 14U A Nat,5,Chester County 14U A National,4,1231,N,Mustard,,,1,5,2,3,4,5,,,1,5
10/17/21,16:50,Northeast Skate Zone,2,328,14U National,Team Phila 14U A Nat,0,Genesis Hockey Green,1,1226,P,Passion,,,5,3,4,5,3,2,,,2,5
10/17/21,16:50,Northeast Skate Zone,2,328,14U National,Team Phila 14U A Nat,0,Genesis Hockey Green,1,1226,P,Passion,,,2,3,3,3,4,1,,,1,4
10/17/21,9:10,Patriot Ice Center,1,148,14U AA,Delco Phantoms 14U AA,0,Delaware Ducks 14U AA,3,1211,E,Fella,,,3,3,4,2,3,3,,,2,4
10/17/21,9:10,Patriot Ice Center,1,148,14U AA,Delco Phantoms 14U AA,0,Delaware Ducks 14U AA,3,1224,C,Pinky,,,2,2,2,4,3,4,,,2,4
10/17/21,10:00,PNY Ice Arena,1,392,14U American,Haverford Hawks 14U A American,8,Quakers 14U A American,2,1229,Chris,Makos,,,2,0,3,2,3,2,,,0,3
10/17/21,10:00,PNY Ice Arena,1,392,14U American,Haverford Hawks 14U A American,8,Quakers 14U A American,2,1222,A,Paul,,,4,4,2,2,2,4,,,2,4
10/17/21,16:15,Regency Ice Rink,1,451,14U National,Delco Phantoms 14U A Nat,0,Wissahickon 14U A Nat,3,1214,H,Fairmont,,,2,2,2,2,2,3,,,2,3
10/17/21,16:15,Regency Ice Rink,1,451,14U National,Delco Phantoms 14U A Nat,0,Wissahickon 14U A Nat,3,1229,Chris,Makos,,,1,2,1,5,1,1,,,1,5
10/17/21,10:45,Skate Club of Wilmingon,1,453,14U American,Kings 14U A American,7,LV Phantoms 14U A American,1,1224,C,Pinky,,,4,5,4,4,3,5,,,3,5
10/17/21,10:45,Skate Club of Wilmingon,1,453,14U American,Kings 14U A American,7,LV Phantoms 14U A American,1,1216,I,Norm,,,2,0,1,1,1,1,,,0,2
10/17/21,10:00,Steel Ice Center,2,349,14U B National,Snider Hockey 14U B National,2,LV Phantoms 14U B National,1,1228,Marco,Morales,,,3,5,2,2,3,3,,,2,5
10/17/21,10:00,Steel Ice Center,2,349,14U B National,Snider Hockey 14U B National,2,LV Phantoms 14U B National,1,1225,D,Plate,,,3,5,4,3,2,4,,,2,5
10/17/21,14:00,The Barn at Chester County Skating Club,1,218,14U B National,Grundy Senators 14U B National,1,Chester County 14U B Nat,0,1229,Chris,Makos,,,0,1,3,0,4,2,,,0,4
10/17/21,14:00,The Barn at Chester County Skating Club,1,218,14U B National,Grundy Senators 14U B National,1,Chester County 14U B Nat,0,1231,N,Mustard,,,1,4,1,1,1,1,,,1,4
10/17/21,11:15,Toyota Sports Plex,1,246,14U B National,Rizzo Rink* 14U B Nat,2,Jr. Pens* 14U B National,0,1216,I,Norm,,,3,3,1,1,4,2,,,1,4
10/17/21,11:15,Toyota Sports Plex,1,246,14U B National,Rizzo Rink* 14U B Nat,2,Jr. Pens* 14U B National,0,1211,E,Fella,,,4,3,3,4,2,3,,,2,4
10/17/21,10:05,Twin Ponds East,2,296,14U American,VF Colonials 14U AAM,9,Cap City Vipers 14U A American,1,1225,D,Plate,,,3,4,4,3,4,3,,,3,4
10/17/21,10:05,Twin Ponds East,2,296,14U American,VF Colonials 14U AAM,9,Cap City Vipers 14U A American,1,1221,O,Needy,,,0,0,3,2,2,1,,,0,3
10/17/21,17:00,Wissahickon Skating Rink,1,438,14U American,Grundy Senators 14U A American,0,Wissahickon 14U A American,1,1218,K,Nandy,,,2,1,2,1,1,2,,,1,2
10/17/21,17:00,Wissahickon Skating Rink,1,438,14U American,Grundy Senators 14U A American,0,Wissahickon 14U A American,1,1219,L,Neme,,,3,3,2,4,2,1,,,1,4
10/17/21,14:10,York Ice Arena,1,222,14U AA,Kings 14U AA,2,York Devils 14U AA,8,1231,N,Mustard,,,2,3,2,5,4,1,,,1,5
10/17/21,14:10,York Ice Arena,1,222,14U AA,Kings 14U AA,2,York Devils 14U AA,8,1230,MM,Mushy,,,1,2,5,2,4,3,,,1,5
10/23/21,17:45,Aston Ice works,3,472,14U American,LV Phantoms 14U A American,4,Delco Phantoms Klapko 14U A American,2,1217,J,Nixon,,,2,3,1,1,1,4,,,1,4
10/23/21,17:45,Aston Ice works,3,472,14U American,LV Phantoms 14U A American,4,Delco Phantoms Klapko 14U A American,2,1227,Q,Plate,,,4,3,2,3,4,4,,,2,4
10/23/21,16:00,Klick Lewis Arena,1,318,14U National,Snider Hockey 14U AN,12,Delco Phantoms 14U A Nat,0,1226,P,Passion,,,4,2,2,3,3,3,,,2,4
10/23/21,16:00,Klick Lewis Arena,1,318,14U National,Snider Hockey 14U AN,12,Delco Phantoms 14U A Nat,0,1218,K,Nandy,,,3,3,0,3,0,2,,,0,3
10/23/21,10:15,Lancaster Ice Rink,1,264,14U B National,Rizzo Rink* 14U B Nat,0,Lancaster 14U B National,7,1217,J,Nixon,,,1,2,4,1,2,1,,,1,4
10/23/21,10:15,Lancaster Ice Rink,1,264,14U B National,Rizzo Rink* 14U B Nat,0,Lancaster 14U B National,7,1222,A,Paul,,,2,4,3,5,2,3,,,2,5
10/23/21,15:30,Lancaster Ice Rink,1,183,14U AA,Delaware Ducks 14U AA,5,Lancaster 14U AA,1,1216,I,Norm,,,4,4,1,2,3,0,,,0,4
10/23/21,15:30,Lancaster Ice Rink,1,183,14U AA,Delaware Ducks 14U AA,5,Lancaster 14U AA,1,1212,F,Fairview,,,4,2,4,3,4,3,,,2,4
10/23/21,14:00,PNY Ice Arena,1,393,14U American,VF Colonials 14U AAM,11,Quakers 14U A American,0,1225,D,Plate,,,2,2,3,4,3,5,,,2,5
10/23/21,14:00,PNY Ice Arena,1,393,14U American,VF Colonials 14U AAM,11,Quakers 14U A American,0,1229,Chris,Makos,,,4,2,0,4,1,1,,,0,4
10/23/21,17:30,PNY Ice Arena,1,157,14U AA,Genesis Hockey Club 14U AA,3,Delco Phantoms 14U AA,2,1228,Marco,Morales,,,1,0,2,5,4,4,,,0,5
10/23/21,17:30,PNY Ice Arena,1,157,14U AA,Genesis Hockey Club 14U AA,3,Delco Phantoms 14U AA,2,1219,L,Neme,,,1,0,4,3,1,1,,,0,4
10/23/21,14:45,Toyota Sports Plex,1,247,14U B National,VF Colonials 14U B National,5,Jr. Pens* 14U B National,3,1228,Marco,Morales,,,4,4,3,0,3,2,,,0,4
10/23/21,14:45,Toyota Sports Plex,1,247,14U B National,VF Colonials 14U B National,5,Jr. Pens* 14U B National,3,1227,Q,Plate,,,4,1,4,2,2,3,,,1,4
10/23/21,10:10,Wissahickon Skating Rink,1,415,14U National,Genesis Hockey Green,4,Wissahickon 14U A Nat,5,1217,J,Nixon,,,4,2,1,2,3,0,,,0,4
10/23/21,10:10,Wissahickon Skating Rink,1,415,14U National,Genesis Hockey Green,4,Wissahickon 14U A Nat,5,1211,E,Fella,,,3,3,4,4,3,4,,,3,4
10/24/21,14:45,Aston Ice Works,1,320,14U American,Jr Blue Hens 14U A American,0,Delco Phantoms Hahn 14U A AM,7,1222,A,Paul,,,5,3,2,5,2,3,,,2,5
10/24/21,14:45,Aston Ice Works,1,320,14U American,Jr Blue Hens 14U A American,0,Delco Phantoms Hahn 14U A AM,7,1228,Marco,Morales,,,0,4,5,1,5,4,,,0,5
10/24/21,14:40,CCSC,1,329,14U National,LV Phantoms Youth 14U A National,7,Genesis Hockey Green,2,1218,K,Nandy,,,3,4,1,2,1,2,,,1,4
10/24/21,14:40,CCSC,1,329,14U National,LV Phantoms Youth 14U A National,7,Genesis Hockey Green,2,1220,L,Nump,,,3,4,1,3,1,2,,,1,4
10/24/21,17:30,Class of '23,1,364,14U B National,Rizzo Rink* 14U B Nat,0,Snider Hockey 14U B National,0,1224,C,Pinky,,,1,4,4,2,2,2,,,1,4
10/24/21,17:30,Class of '23,1,364,14U B National,Rizzo Rink* 14U B Nat,0,Snider Hockey 14U B National,0,1226,P,Passion,,,2,3,4,2,1,2,,,1,4
10/24/21,11:00,Exton PowerPlay,1,378,14U American,Delco Phantoms Klapko 14U A American,0,Kings 14U A American,7,1219,L,Neme,,,4,2,2,1,4,2,,,1,4
10/24/21,11:00,Exton PowerPlay,1,378,14U American,Delco Phantoms Klapko 14U A American,0,Kings 14U A American,7,1228,Marco,Morales,,,3,5,1,1,2,0,,,0,5
10/24/21,20:15,Hatfield Ice Arena,2,380,14U National,Wissahickon 14U A Nat,2,Palmyra 14U A National,3,1226,P,Passion,,,3,2,2,2,3,5,,,2,5
10/24/21,20:15,Hatfield Ice Arena,2,380,14U National,Wissahickon 14U A Nat,2,Palmyra 14U A National,3,1223,B,Postroy,,,4,4,3,2,1,4,,,1,4
10/24/21,10:35,Klick Lewis Arena,3,286,14U B National,Jr. Pens* 14U B National,0,Palmyra 14U B National,5,1220,L,Nump,,,4,2,2,1,3,2,,,1,4
10/24/21,10:35,Klick Lewis Arena,3,286,14U B National,Jr. Pens* 14U B National,0,Palmyra 14U B National,5,1217,J,Nixon,,,2,2,3,3,2,0,,,0,3
10/24/21,16:40,Northeast Skate Zone,3,381,14U National,Snider Hockey 14U AN,2,Palmyra 14U A National,4,1215,R,Follow,,,3,2,4,3,3,3,,,2,4
10/24/21,16:40,Northeast Skate Zone,3,381,14U National,Snider Hockey 14U AN,2,Palmyra 14U A National,4,1223,B,Postroy,,,4,2,4,2,2,5,,,2,5
10/24/21,15:30,Wissahickon Skating Rink,1,439,14U American,VF Colonials 14U AAM,5,Wissahickon 14U A American,0,1216,I,Norm,,,2,1,1,0,0,2,,,0,2
10/24/21,15:30,Wissahickon Skating Rink,1,439,14U American,VF Colonials 14U AAM,5,Wissahickon 14U A American,0,1222,A,Paul,,,2,1,4,1,5,5,,,1,5
10/30/21,17:30,Exton PowerPlay,1,379,14U American,Royals 14U A American,2,Kings 14U A American,3,1220,L,Nump,,,2,3,1,2,3,2,,,1,3
10/30/21,17:30,Exton PowerPlay,1,379,14U American,Royals 14U A American,2,Kings 14U A American,3,1214,H,Fairmont,,,2,4,3,4,2,4,,,2,4
10/30/21,19:10,Haverford Skatium,1,358,14U American,Delaware Ducks 14U A American,3,Haverford Hawks 14U A American,4,1220,L,Nump,,,3,1,4,2,2,1,,,1,4
10/30/21,19:10,Haverford Skatium,1,358,14U American,Delaware Ducks 14U A American,3,Haverford Hawks 14U A American,4,1229,Chris,Makos,,,1,2,4,3,5,4,,,1,5
10/30/21,17:15,Ice Line,4,419,14U American,Wissahickon 14U A American,1,Team Phila 14U A American,6,1228,Marco,Morales,,,3,5,2,2,1,0,,,0,5
10/30/21,17:15,Ice Line,4,419,14U American,Wissahickon 14U A American,1,Team Phila 14U A American,6,1222,A,Paul,,,3,5,2,2,2,3,,,2,5
10/30/21,12:00,Lancaster Ice Rink,1,184,14U AA,Genesis Hockey Club 14U AA,7,Lancaster 14U AA,2,1228,Marco,Morales,,,2,5,3,3,3,3,,,2,5
10/30/21,12:00,Lancaster Ice Rink,1,184,14U AA,Genesis Hockey Club 14U AA,7,Lancaster 14U AA,2,1223,B,Postroy,,,4,3,2,2,5,3,,,2,5
10/30/21,15:30,Oaks Center Ice,3,333,14U B National,Kings 14U B National,1,VF Colonials 14U B National,3,1218,K,Nandy,,,1,3,4,4,4,0,,,0,4
10/30/21,15:30,Oaks Center Ice,3,333,14U B National,Kings 14U B National,1,VF Colonials 14U B National,3,1227,Q,Plate,,,4,5,2,3,4,3,,,2,5
10/30/21,12:15,PNY Ice Arena,1,394,14U American,Genesis Hockey Club 14U A American,3,Quakers 14U A American,2,1219,L,Neme,,,0,0,1,4,2,2,,,0,4
10/30/21,12:15,PNY Ice Arena,1,394,14U American,Genesis Hockey Club 14U A American,3,Quakers 14U A American,2,1216,I,Norm,,,1,1,2,2,1,1,,,1,2
10/30/21,9:35,Revolution Ice Gardens,1,194,14U AA,Kings 14U AA,4,Royals 14U AA,2,1226,P,Passion,,,2,4,4,3,4,3,,,2,4
10/30/21,9:35,Revolution Ice Gardens,1,194,14U AA,Kings 14U AA,4,Royals 14U AA,2,1221,O,Needy,,,1,0,3,1,2,2,,,0,3
10/30/21,10:00,Steel Ice Center,1,350,14U B National,Palmyra 14U B National,14,LV Phantoms 14U B National,4,1223,B,Postroy,,,3,1,5,1,3,3,,,1,5
10/30/21,10:00,Steel Ice Center,1,350,14U B National,Palmyra 14U B National,14,LV Phantoms 14U B National,4,1219,L,Neme,,,3,3,1,1,2,2,,,1,3
10/30/21,18:00,Steel Ice Center,1,404,14U National,Chester County 14U A National,2,Team Phila 14U A Nat,6,1218,K,Nandy,,,3,4,1,2,3,0,,,0,4
10/30/21,18:00,Steel Ice Center,1,404,14U National,Chester County 14U A National,2,Team Phila 14U A Nat,6,1214,H,Fairmont,,,4,3,3,3,3,2,,,2,4
10/30/21,18:30,The Rink at Lehigh Valley,1,348,14U B National,Lancaster 14U B National,10,LV Phantoms 14U B National,1,1218,K,Nandy,,,3,2,2,0,2,3,,,0,3
10/30/21,18:30,The Rink at Lehigh Valley,1,348,14U B National,Lancaster 14U B National,10,LV Phantoms 14U B National,1,1215,R,Follow,,,4,2,2,2,2,4,,,2,4
10/30/21,12:15,Twin Ponds East,2,403,14U National,LV Phantoms Youth 14U A National,2,Team Phila 14U A Nat,1,1212,F,Fairview,,,3,2,2,2,4,2,,,2,4
10/30/21,12:15,Twin Ponds East,2,403,14U National,LV Phantoms Youth 14U A National,2,Team Phila 14U A Nat,1,1213,G,Flapjack,,,3,3,3,4,3,2,,,2,4
10/30/21,20:30,University of Delaware Rust Rink,2,367,14U American,Blazers 14U A American,4,Jr Blue Hens 14U A American,5,1226,P,Passion,,,3,5,3,2,3,2,,,2,5
10/30/21,20:30,University of Delaware Rust Rink,2,367,14U American,Blazers 14U A American,4,Jr Blue Hens 14U A American,5,1222,A,Paul,,,5,4,2,4,3,4,,,2,5
10/30/21,9:00,Wissahickon Skating Rink,1,440,14U American,LV Phantoms 14U A American,5,Wissahickon 14U A American,8,1231,N,Mustard,,,3,5,1,2,2,5,,,1,5
10/30/21,9:00,Wissahickon Skating Rink,1,440,14U American,LV Phantoms 14U A American,5,Wissahickon 14U A American,8,1214,H,Fairmont,,,3,4,4,3,3,2,,,2,4
10/31/21,11:20,Aston Ice Works,1,341,14U National,LV Phantoms Youth 14U A National,5,Genesis Hockey Blue,2,1211,E,Fella,,,4,3,2,3,3,3,,,2,4
10/31/21,11:20,Aston Ice Works,1,341,14U National,LV Phantoms Youth 14U A National,5,Genesis Hockey Blue,2,1221,O,Needy,,,2,0,2,4,4,3,,,0,4
10/31/21,14:30,Bucks County Ice,1,195,14U AA,Lancaster 14U AA,3,Royals 14U AA,1,1215,R,Follow,,,3,2,3,2,2,2,,,2,3
10/31/21,14:30,Bucks County Ice,1,195,14U AA,Lancaster 14U AA,3,Royals 14U AA,1,1231,N,Mustard,,,1,1,2,4,5,5,,,1,5
10/31/21,11:00,Exton PowerPlay,1,256,14U B National,York 14U B National,1,Kings 14U B National,2,1228,Marco,Morales,,,0,3,1,1,2,1,,,0,3
10/31/21,11:00,Exton PowerPlay,1,256,14U B National,York 14U B National,1,Kings 14U B National,2,1223,B,Postroy,,,3,3,3,5,2,3,,,2,5
10/31/21,14:15,Exton PowerPlay,1,380,14U American,Wissahickon 14U A American,0,Kings 14U A American,2,1227,Q,Plate,,,2,5,2,1,2,4,,,1,5
10/31/21,14:15,Exton PowerPlay,1,380,14U American,Wissahickon 14U A American,0,Kings 14U A American,2,1217,J,Nixon,,,4,1,1,1,3,0,,,0,4
10/31/21,10:10,Grundy,1,346,14U American,Blazers 14U A American,0,Grundy Senators 14U A American,4,1218,K,Nandy,,,4,4,4,1,3,4,,,1,4
10/31/21,10:10,Grundy,1,346,14U American,Blazers 14U A American,0,Grundy Senators 14U A American,4,1230,MM,Mushy,,,1,1,1,2,2,4,,,1,4
10/31/21,9:50,Hatfield Ice Arena,1,166,14U AA,Kings 14U AA,1,Genesis Hockey Club 14U AA,6,1225,D,Plate,,,2,2,3,2,5,3,,,2,5
10/31/21,9:50,Hatfield Ice Arena,1,166,14U AA,Kings 14U AA,1,Genesis Hockey Club 14U AA,6,1215,R,Follow,,,3,4,2,4,3,2,,,2,4
10/31/21,15:45,Haverford Skatium,1,405,14U National,Hershey 14U A Nat,3,Team Phila 14U A Nat,9,1219,L,Neme,,,3,3,3,1,3,0,,,0,3
10/31/21,15:45,Haverford Skatium,1,405,14U National,Hershey 14U A Nat,3,Team Phila 14U A Nat,9,1228,Marco,Morales,,,5,0,0,2,3,4,,,0,5
10/31/21,10:15,Lancaster Ice Rink,1,265,14U B National,Snider Hockey 14U B National,3,Lancaster 14U B National,6,1220,L,Nump,,,1,1,2,2,1,1,,,1,2
10/31/21,10:15,Lancaster Ice Rink,1,265,14U B National,Snider Hockey 14U B National,3,Lancaster 14U B National,6,1223,B,Postroy,,,1,4,3,5,4,3,,,1,5
10/31/21,14:00,Northeast Skate Zone,1,310,14U National,Blazers 14U A National,9,Chester County 14U A National,2,1211,E,Fella,,,3,3,2,3,3,4,,,2,4
10/31/21,14:00,Northeast Skate Zone,1,310,14U National,Blazers 14U A National,9,Chester County 14U A National,2,1230,MM,Mushy,,,3,1,5,1,5,5,,,1,5
10/31/21,14:40,Northeast Skate Zone,2,303,14U B National,Chester County 14U B Nat,8,Rizzo Rink* 14U B Nat,0,1222,A,Paul,,,1,2,5,5,5,2,,,1,5
10/31/21,14:40,Northeast Skate Zone,2,303,14U B National,Chester County 14U B Nat,8,Rizzo Rink* 14U B Nat,0,1217,J,Nixon,,,0,2,0,1,3,1,,,0,3
10/31/21,15:50,Patriot Ice Center,2,308,14U American,VF Colonials 14U AAM,1,Delaware Ducks 14U A American,0,1219,L,Neme,,,3,0,4,4,4,1,,,0,4
10/31/21,15:50,Patriot Ice Center,2,308,14U American,VF Colonials 14U AAM,1,Delaware Ducks 14U A American,0,1218,K,Nandy,,,1,0,2,1,1,3,,,0,3
10/31/21,15:50,Regency Ice Rink,1,440,14U National,Genesis Hockey Green,2,Snider Hockey 14U AN,3,1227,Q,Plate,,,4,2,4,2,2,1,,,1,4
10/31/21,15:50,Regency Ice Rink,1,440,14U National,Genesis Hockey Green,2,Snider Hockey 14U AN,3,1221,O,Needy,,,0,1,2,0,4,4,,,0,4
10/31/21,14:10,Revolution Ice Gardens,1,401,14U American,Delco Phantoms Klapko 14U A American,2,Royals 14U A American,4,1225,D,Plate,,,2,4,2,4,1,5,,,1,5
10/31/21,14:10,Revolution Ice Gardens,1,401,14U American,Delco Phantoms Klapko 14U A American,2,Royals 14U A American,4,1231,N,Mustard,,,1,3,1,4,3,1,,,1,4
10/31/21,10:30,Steel Ice Center,1,351,14U B National,Jr. Pens* 14U B National,6,LV Phantoms 14U B National,1,1227,Q,Plate,,,4,4,4,4,4,4,,,4,4
10/31/21,10:30,Steel Ice Center,1,351,14U B National,Jr. Pens* 14U B National,6,LV Phantoms 14U B National,1,1212,F,Fairview,,,2,2,2,2,2,4,,,2,4
10/31/21,10:50,York Ice Arena,1,223,14U AA,Team Philadelphia 14U AA,3,York Devils 14U AA,4,1216,I,Norm,,,2,3,2,2,2,3,,,2,3
10/31/21,10:50,York Ice Arena,1,223,14U AA,Team Philadelphia 14U AA,3,York Devils 14U AA,4,1221,O,Needy,,,1,4,1,3,4,1,,,1,4
10/31/21,16:40,York Ice Arena,1,224,14U AA,Team Philadelphia 14U AA,4,York Devils 14U AA,1,1214,H,Fairmont,,,3,3,3,2,3,2,,,2,3
10/31/21,16:40,York Ice Arena,1,224,14U AA,Team Philadelphia 14U AA,4,York Devils 14U AA,1,1217,J,Nixon,,,0,2,2,0,0,3,,,0,3
11/3/21,18:50,Northeast Skate Zone,3,332,14U National,Genesis Hockey Green,1,Genesis Hockey Blue,4,1220,L,Nump,,,2,1,2,1,2,4,,,1,4
11/3/21,18:50,Northeast Skate Zone,3,332,14U National,Genesis Hockey Green,1,Genesis Hockey Blue,4,1222,A,Paul,,,2,1,2,2,5,1,,,1,5
11/06/21,9:30,Aston Ice Works,1,158,14U AA,Royals 14U AA,3,Delco Phantoms 14U AA,4,1221,O,Needy,,,2,0,4,1,4,3,,,0,4
11/06/21,9:30,Aston Ice Works,1,158,14U AA,Royals 14U AA,3,Delco Phantoms 14U AA,4,1211,E,Fella,,,2,2,2,4,2,3,,,2,4
11/6/21,17:45,Aston Ice Works,1,321,14U American,Quakers 14U A American,2,Delco Phantoms Hahn 14U A AM,7,1225,D,Plate,,,4,2,4,3,4,4,,,2,4
11/6/21,17:45,Aston Ice Works,1,321,14U American,Quakers 14U A American,2,Delco Phantoms Hahn 14U A AM,7,1227,Q,Plate,,,2,3,5,3,2,3,,,2,5
11/06/21,13:00,Exton PowerPlay,1,176,14U AA,VF Colonials 14U AA,1,Kings 14U AA,2,1221,O,Needy,,,1,2,1,1,4,0,,,0,4
11/06/21,13:00,Exton PowerPlay,1,176,14U AA,VF Colonials 14U AA,1,Kings 14U AA,2,1219,L,Neme,,,0,4,3,2,2,1,,,0,4
11/6/21,14:10,Grundy,1,347,14U American,LV Phantoms 14U A American,5,Grundy Senators 14U A American,8,1216,I,Norm,,,1,2,3,3,2,1,,,1,3
11/6/21,14:10,Grundy,1,347,14U American,LV Phantoms 14U A American,5,Grundy Senators 14U A American,8,1216,I,Norm,,,0,2,2,3,2,1,,,0,3
11/6/21,20:45,Hatfield Ice Arena,2,349,14U National,Cap City 14U A Nat,4,Haverford Hawks 14U A Nat,6,1216,I,Norm,,,0,2,1,1,1,2,,,0,2
11/6/21,20:45,Hatfield Ice Arena,2,349,14U National,Cap City 14U A Nat,4,Haverford Hawks 14U A Nat,6,1216,I,Norm,,,1,3,3,2,2,2,,,1,3
11/06/21,17:15,Ice Line,4,207,14U AA,Lancaster 14U AA,3,Team Philadelphia 14U AA,7,1216,I,Norm,,,2,2,4,2,4,1,,,1,4
11/06/21,17:15,Ice Line,4,207,14U AA,Lancaster 14U AA,3,Team Philadelphia 14U AA,7,1211,E,Fella,,,4,3,4,3,3,2,,,2,4
11/6/21,16:15,Klick Lewis Arena,2,319,14U National,Palmyra 14U A National,10,Delco Phantoms 14U A Nat,1,1217,J,Nixon,,,2,0,1,1,4,3,,,0,4
11/6/21,16:15,Klick Lewis Arena,2,319,14U National,Palmyra 14U A National,10,Delco Phantoms 14U A Nat,1,1211,E,Fella,,,4,3,4,4,3,3,,,3,4
11/6/21,12:00,Lancaster Ice Rink,1,266,14U B National,Grundy Senators 14U B National,6,Lancaster 14U B National,4,1221,O,Needy,,,3,2,3,1,3,3,,,1,3
11/6/21,12:00,Lancaster Ice Rink,1,266,14U B National,Grundy Senators 14U B National,6,Lancaster 14U B National,4,1230,MM,Mushy,,,0,3,2,1,4,1,,,0,4
11/6/21,15:00,Oaks Center Ice,3,429,14U American,Snider Hockey 14U A American,4,VF Colonials 14U AAM,3,1214,H,Fairmont,,,2,2,2,4,3,3,,,2,4
11/6/21,15:00,Oaks Center Ice,3,429,14U American,Snider Hockey 14U A American,4,VF Colonials 14U AAM,3,1224,C,Pinky,,,3,2,4,3,4,4,,,2,4
11/6/21,17:00,Oaks Center Ice,2,372,14U B National,Palmyra 14U B National,2,VF Colonials 14U B National,5,1213,G,Flapjack,,,3,3,3,4,4,3,,,3,4
11/6/21,17:00,Oaks Center Ice,2,372,14U B National,Palmyra 14U B National,2,VF Colonials 14U B National,5,1231,N,Mustard,,,5,1,2,2,0,2,,,0,5
11/6/21,13:00,Patriot Ice Center,1,309,14U American,Blazers 14U A American,0,Delaware Ducks 14U A American,4,1229,Chris,Makos,,,2,5,3,0,1,5,,,0,5
11/6/21,13:00,Patriot Ice Center,1,309,14U American,Blazers 14U A American,0,Delaware Ducks 14U A American,4,1223,B,Postroy,,,2,3,5,4,3,4,,,2,5
11/6/21,1:20,Revolution Ice Gardens,1,312,14U B National,LV Phantoms 14U B National,0,Royals 14U B National,4,1217,J,Nixon,,,3,0,2,1,3,1,,,0,3
11/6/21,1:20,Revolution Ice Gardens,1,312,14U B National,LV Phantoms 14U B National,0,Royals 14U B National,4,1211,E,Fella,,,4,4,4,4,4,4,,,4,4
11/06/21,15:00,Revolution Ice Gardens,1,196,14U AA,York Devils 14U AA,5,Royals 14U AA,4,1230,MM,Mushy,,,3,2,2,1,3,2,,,1,3
11/06/21,15:00,Revolution Ice Gardens,1,196,14U AA,York Devils 14U AA,5,Royals 14U AA,4,1214,H,Fairmont,,,4,2,3,2,3,4,,,2,4
11/6/21,11:30,The Barn at Chester County Skating Club,1,219,14U B National,Jr. Pens* 14U B National,4,Chester County 14U B Nat,9,1230,MM,Mushy,,,2,4,5,5,2,1,,,1,5
11/6/21,11:30,The Barn at Chester County Skating Club,1,219,14U B National,Jr. Pens* 14U B National,4,Chester County 14U B Nat,9,1228,Marco,Morales,,,1,3,3,3,0,4,,,0,4
11/6/21,9:00,Wissahickon Skating Rink,1,441,14U American,Quakers 14U A American,0,Wissahickon 14U A American,5,1230,MM,Mushy,,,3,5,3,4,3,4,,,3,5
11/6/21,9:00,Wissahickon Skating Rink,1,441,14U American,Quakers 14U A American,0,Wissahickon 14U A American,5,1213,G,Flapjack,,,2,2,3,3,3,4,,,2,4
11/6/21,16:00,Wissahickon Skating Rink,1,311,14U National,Genesis Hockey Blue,5,Chester County 14U A National,2,1213,G,Flapjack,,,3,3,3,3,3,2,,,2,3
11/6/21,16:00,Wissahickon Skating Rink,1,311,14U National,Genesis Hockey Blue,5,Chester County 14U A National,2,1224,C,Pinky,,,2,4,3,2,4,1,,,1,4
11/07/21,11:00,Aston Ice Works,1,159,14U AA,York Devils 14U AA,2,Delco Phantoms 14U AA,2,1231,N,Mustard,,,3,3,1,3,1,5,,,1,5
11/07/21,11:00,Aston Ice Works,1,159,14U AA,York Devils 14U AA,2,Delco Phantoms 14U AA,2,1219,L,Neme,,,4,2,4,2,3,1,,,1,4
11/7/21,13:00,Aston Ice Works,4,322,14U American,Quakers 14U A American,0,Delco Phantoms Klapko 14U A American,4,1227,Q,Plate,,,5,5,1,2,5,5,,,1,5
11/7/21,13:00,Aston Ice Works,4,322,14U American,Quakers 14U A American,0,Delco Phantoms Klapko 14U A American,4,1230,MM,Mushy,,,5,4,1,1,1,4,,,1,5
